Income,Recency,Complain,Response,umur,Tinngal_dengan,anak,pendidikan,Pengeluaran_2thn,kemakan_iklan,tempat_beli
42243.0,34,0,0,65,Partner,2,Graduate,55,0,7
51195.0,46,0,0,62,Partner,2,Graduate,564,0,24
68092.0,7,0,0,46,Alone,0,Postgraduate,1281,0,20
31814.0,73,0,0,51,Partner,1,Graduate,83,1,7
51390.0,54,0,0,59,Alone,2,Postgraduate,353,0,18
76630.0,93,0,0,41,Partner,0,Graduate,1003,0,25
26868.0,52,0,0,33,Alone,1,Undergraduate,14,0,4
48948.0,53,0,1,81,Alone,0,Postgraduate,902,1,24
55260.0,81,0,0,52,Alone,1,Postgraduate,1139,0,25
64090.0,8,0,1,68,Partner,1,Graduate,797,0,20
78331.0,97,0,0,66,Alone,1,Graduate,1638,0,25
37087.0,50,0,0,50,Partner,1,Postgraduate,401,0,17
21846.0,38,0,0,38,Alone,1,Graduate,84,0,11
81320.0,61,0,0,66,Partner,0,Graduate,928,0,18
54137.0,46,0,0,54,Alone,1,Graduate,203,0,11
66825.0,73,0,0,57,Partner,0,Graduate,858,0,16
57100.0,19,0,0,51,Partner,0,Graduate,409,0,13
58917.0,10,0,0,55,Partner,3,Graduate,282,0,16
85072.0,94,0,0,47,Alone,0,Graduate,1423,0,18
86429.0,10,0,1,63,Alone,0,Graduate,1449,1,18
45684.0,37,0,0,53,Alone,1,Graduate,28,0,4
47889.0,94,0,0,50,Partner,1,Graduate,67,0,6
45921.0,23,0,0,38,Partner,0,Postgraduate,199,0,10
78420.0,75,0,0,58,Alone,0,Postgraduate,1453,0,22
75114.0,40,0,0,32,Partner,0,Graduate,1253,0,19
52278.0,24,0,1,61,Alone,1,Postgraduate,1198,0,31
35641.0,11,0,1,52,Partner,1,Postgraduate,178,0,10
95529.0,29,0,1,30,Alone,0,Graduate,1990,1,18
62820.0,51,0,0,70,Partner,0,Graduate,976,0,14
73113.0,86,0,0,64,Partner,0,Postgraduate,1001,0,15
84169.0,9,0,1,42,Partner,0,Postgraduate,1919,2,20
42607.0,30,0,0,70,Alone,1,Undergraduate,350,0,14
74637.0,73,0,0,70,Alone,0,Postgraduate,1650,1,25
46015.0,25,0,0,69,Partner,2,Postgraduate,46,2,5
72354.0,67,0,0,31,Alone,0,Graduate,1228,0,19
39858.0,67,0,1,55,Alone,1,Postgraduate,95,0,7
34469.0,58,0,0,76,Partner,2,Postgraduate,62,0,9
83033.0,82,0,0,38,Partner,1,Graduate,1761,1,26
24401.0,98,0,0,45,Partner,0,Postgraduate,467,0,16
77583.0,93,0,0,46,Partner,0,Graduate,1149,1,19
74116.0,53,0,0,42,Alone,0,Undergraduate,2052,1,19
74293.0,66,0,0,31,Alone,0,Graduate,1127,0,16
68397.0,6,0,0,48,Partner,1,Postgraduate,1416,0,21
79632.0,42,0,0,50,Partner,0,Postgraduate,1113,0,20
46107.0,78,0,0,35,Alone,1,Graduate,125,0,7
64950.0,29,0,0,73,Alone,1,Postgraduate,966,1,25
25443.0,82,0,0,35,Partner,1,Undergraduate,32,0,5
75127.0,92,0,0,72,Alone,0,Graduate,833,0,19
32892.0,78,0,0,53,Partner,1,Postgraduate,46,0,8
71796.0,54,0,0,53,Partner,0,Graduate,960,0,17
67536.0,45,0,0,54,Partner,1,Postgraduate,1829,1,30
55239.0,59,0,0,53,Alone,1,Graduate,779,0,26
60554.0,8,0,0,49,Alone,1,Postgraduate,811,0,23
64831.0,51,0,0,72,Alone,2,Undergraduate,1120,0,22
56067.0,51,0,0,62,Partner,1,Postgraduate,725,0,20
82025.0,76,0,1,41,Alone,0,Graduate,1187,1,12
94384.0,62,0,1,71,Partner,0,Graduate,2302,3,18
14906.0,86,0,0,38,Alone,0,Undergraduate,66,0,9
51563.0,60,0,0,37,Partner,0,Postgraduate,1250,2,19
57937.0,56,0,0,42,Partner,1,Undergraduate,683,0,20
68274.0,83,0,0,45,Alone,2,Graduate,305,0,13
39771.0,92,0,0,47,Partner,1,Graduate,50,0,6
67893.0,31,0,0,49,Alone,1,Undergraduate,995,0,16
27922.0,80,0,0,45,Partner,1,Postgraduate,41,0,6
52190.0,39,0,0,48,Partner,2,Postgraduate,77,1,9
44051.0,20,0,1,51,Alone,2,Postgraduate,171,0,12
42767.0,53,0,0,53,Alone,2,Postgraduate,131,0,7
46106.0,84,0,0,48,Partner,2,Postgraduate,54,0,5
16927.0,50,0,0,48,Partner,2,Postgraduate,53,0,12
59754.0,96,0,1,59,Partner,1,Graduate,475,0,16
53700.0,94,0,0,72,Alone,1,Graduate,694,0,22
59041.0,25,0,0,51,Partner,2,Graduate,96,0,8
54237.0,48,0,0,67,Alone,1,Postgraduate,361,0,16
70647.0,65,0,0,57,Alone,1,Graduate,1079,0,26
52597.0,69,0,0,62,Alone,1,Postgraduate,578,0,20
41021.0,12,0,1,55,Partner,1,Postgraduate,64,0,7
40233.0,84,0,0,49,Partner,1,Postgraduate,149,0,13
50183.0,47,0,0,44,Partner,2,Graduate,231,0,17
54753.0,87,0,0,65,Partner,1,Graduate,728,0,21
92955.0,35,0,1,51,Partner,0,Graduate,1778,2,23
33471.0,47,0,0,51,Partner,1,Graduate,93,0,10
34596.0,48,0,1,50,Partner,1,Postgraduate,23,0,4
44010.0,46,0,0,44,Partner,1,Graduate,662,0,24
84219.0,27,0,0,36,Partner,0,Graduate,1198,0,18
40706.0,37,0,0,56,Partner,3,Postgraduate,81,0,11
15716.0,8,1,0,36,Partner,1,Undergraduate,92,0,10
59052.0,29,0,0,65,Alone,1,Undergraduate,491,0,18
80573.0,85,0,0,53,Partner,0,Postgraduate,1564,0,24
83715.0,2,0,0,62,Partner,0,Graduate,926,0,24
82576.0,66,0,0,65,Partner,0,Postgraduate,1910,1,19
56962.0,60,0,0,59,Partner,3,Postgraduate,411,0,21
35704.0,54,0,0,72,Partner,2,Graduate,94,0,9
53103.0,70,0,0,70,Partner,1,Graduate,1085,1,28
46779.0,55,0,0,64,Alone,2,Undergraduate,23,0,4
4861.0,20,0,0,59,Alone,0,Graduate,6,0,0
33462.0,78,0,0,45,Alone,1,Postgraduate,54,0,6
63693.0,63,0,0,46,Alone,1,Graduate,1150,0,29
80763.0,17,0,1,74,Partner,0,Graduate,1415,2,23
65352.0,43,0,0,50,Partner,1,Postgraduate,405,0,16
82170.0,13,0,0,46,Partner,0,Postgraduate,1908,0,19
75759.0,46,0,1,55,Partner,0,Graduate,2486,3,26
79689.0,65,0,0,48,Alone,0,Undergraduate,1315,0,27
35340.0,1,0,0,68,Alone,2,Postgraduate,45,0,7
85683.0,6,0,1,70,Alone,0,Graduate,1789,4,17
24884.0,32,0,0,52,Partner,1,Undergraduate,19,0,4
42021.0,34,0,0,43,Partner,1,Postgraduate,573,1,22
64449.0,70,0,0,35,Alone,1,Graduate,805,0,24
64587.0,49,0,0,70,Alone,2,Graduate,108,0,8
34824.0,65,0,0,29,Alone,0,Graduate,23,0,4
75437.0,25,0,0,46,Partner,0,Graduate,1493,1,23
26091.0,84,0,0,67,Partner,2,Graduate,89,0,9
52845.0,7,0,0,51,Partner,1,Graduate,936,1,25
46086.0,34,0,0,68,Alone,1,Graduate,343,0,16
78028.0,38,0,1,68,Alone,1,Postgraduate,528,2,20
95169.0,1,0,1,37,Alone,0,Postgraduate,1901,2,12
56337.0,25,0,1,43,Partner,2,Undergraduate,724,2,22
22434.0,25,0,0,37,Partner,1,Graduate,58,0,7
36930.0,50,0,0,70,Partner,1,Postgraduate,297,0,16
36130.0,46,0,1,70,Alone,1,Graduate,488,1,21
65569.0,96,0,0,71,Partner,1,Postgraduate,859,0,23
83844.0,57,0,0,72,Partner,0,Graduate,1574,1,20
19514.0,47,0,0,56,Partner,2,Graduate,69,1,10
36736.0,52,0,0,61,Alone,2,Postgraduate,17,0,4
77568.0,30,0,0,45,Partner,1,Graduate,2194,3,21
49187.0,63,0,0,48,Partner,1,Postgraduate,116,0,8
30168.0,51,0,0,46,Alone,1,Graduate,279,0,18
34053.0,14,0,0,56,Partner,1,Postgraduate,103,0,7
38196.0,20,0,0,53,Partner,2,Postgraduate,44,0,9
59412.0,56,0,0,73,Partner,0,Postgraduate,406,0,15
70924.0,41,0,0,59,Partner,0,Undergraduate,1363,1,20
54165.0,72,0,0,55,Partner,0,Graduate,236,0,11
32300.0,1,0,0,51,Partner,1,Graduate,39,0,5
20180.0,27,0,0,48,Alone,0,Graduate,137,0,8
34961.0,77,0,0,51,Partner,1,Graduate,79,0,10
28440.0,87,0,0,50,Partner,1,Postgraduate,63,0,6
64504.0,81,0,1,71,Partner,3,Postgraduate,1314,0,25
33564.0,51,0,0,58,Partner,1,Postgraduate,71,0,6
17345.0,79,0,0,46,Partner,1,Graduate,58,0,7
56320.0,11,0,0,57,Partner,1,Postgraduate,702,0,21
28647.0,54,0,1,46,Alone,1,Graduate,94,1,7
15038.0,93,0,0,37,Alone,1,Undergraduate,80,0,7
32173.0,0,0,0,66,Alone,1,Postgraduate,22,0,5
68316.0,54,0,0,60,Partner,1,Undergraduate,1211,0,32
74538.0,21,0,1,53,Partner,0,Graduate,1461,1,22
91700.0,58,0,1,53,Alone,0,Graduate,1968,0,20
68695.0,3,0,0,55,Partner,0,Graduate,1091,0,16
31056.0,99,0,0,47,Partner,1,Undergraduate,55,0,5
79593.0,70,0,0,51,Partner,0,Graduate,1366,1,19
28071.0,65,0,0,44,Alone,0,Graduate,313,0,13
37334.0,44,0,0,66,Partner,2,Postgraduate,62,0,11
46423.0,6,0,0,52,Alone,2,Postgraduate,92,0,9
37126.0,9,0,1,53,Partner,1,Postgraduate,72,1,6
47703.0,95,0,0,71,Partner,1,Graduate,655,0,21
61180.0,70,0,0,65,Partner,1,Graduate,704,1,18
38998.0,92,1,0,70,Partner,2,Graduate,54,0,8
8028.0,62,0,0,33,Alone,0,Graduate,178,0,16
76081.0,85,0,0,62,Partner,0,Graduate,1033,1,14
34728.0,2,0,1,38,Partner,1,Graduate,36,0,5
33168.0,0,0,0,59,Alone,1,Postgraduate,122,0,10
33585.0,91,0,0,58,Partner,1,Postgraduate,122,0,7
77037.0,3,0,0,64,Partner,1,Postgraduate,1123,0,27
35196.0,68,0,1,40,Partner,1,Graduate,497,0,18
44529.0,98,0,0,58,Partner,1,Graduate,691,1,25
70924.0,41,0,0,59,Partner,0,Undergraduate,1363,1,20
28764.0,16,0,0,58,Partner,2,Postgraduate,12,1,4
69098.0,82,0,0,75,Partner,0,Postgraduate,2440,0,25
25959.0,1,0,1,54,Alone,2,Undergraduate,56,0,7
27100.0,64,0,0,41,Partner,1,Postgraduate,37,0,5
70596.0,68,0,0,39,Alone,0,Graduate,968,0,21
42557.0,98,0,0,50,Partner,1,Graduate,270,0,15
53312.0,32,0,0,73,Partner,0,Postgraduate,278,0,12
72228.0,87,0,0,72,Alone,0,Graduate,1250,0,22
67605.0,84,0,0,37,Partner,0,Graduate,938,0,17
62845.0,3,0,0,75,Partner,2,Postgraduate,1178,1,28
65196.0,34,0,0,66,Partner,2,Graduate,1155,1,26
42000.0,23,0,1,37,Alone,0,Postgraduate,653,0,20
35860.0,37,0,0,51,Alone,2,Postgraduate,49,1,6
65526.0,22,0,0,60,Partner,1,Postgraduate,506,0,17
16860.0,19,0,0,63,Partner,2,Graduate,38,0,8
83528.0,7,0,1,32,Alone,0,Graduate,1650,2,23
64176.0,52,0,0,59,Alone,1,Undergraduate,1826,0,33
22304.0,91,0,0,68,Alone,0,Graduate,18,0,4
67023.0,93,1,0,46,Partner,0,Graduate,906,0,24
32892.0,78,0,0,53,Partner,1,Postgraduate,46,0,8
70713.0,23,0,0,58,Partner,1,Graduate,1477,0,25
59925.0,83,0,0,69,Partner,1,Graduate,766,0,23
39722.0,92,0,0,71,Partner,1,Graduate,47,0,7
46610.0,4,0,0,66,Partner,0,Graduate,467,0,14
88347.0,32,0,0,63,Partner,0,Graduate,2116,1,21
87171.0,27,0,0,43,Partner,0,Postgraduate,1298,2,25
26907.0,10,0,0,48,Partner,2,Undergraduate,22,0,6
50014.0,9,0,0,56,Alone,1,Postgraduate,396,0,15
41014.0,65,0,0,46,Partner,1,Postgraduate,20,0,4
66294.0,68,0,0,59,Alone,0,Graduate,967,0,13
36715.0,16,0,1,53,Partner,1,Graduate,357,0,19
79456.0,12,0,1,68,Partner,0,Graduate,1401,0,16
40479.0,95,0,0,42,Partner,1,Graduate,15,0,4
75345.0,16,0,1,54,Alone,0,Postgraduate,2087,1,20
54233.0,46,0,0,47,Partner,1,Graduate,981,0,26
24163.0,3,0,0,54,Alone,2,Graduate,17,0,6
84460.0,80,0,1,66,Partner,0,Postgraduate,523,4,22
43776.0,77,0,0,41,Partner,1,Graduate,23,0,4
71691.0,0,0,1,66,Alone,0,Postgraduate,1192,0,17
85844.0,62,0,0,51,Partner,0,Postgraduate,1958,1,20
39190.0,91,0,0,50,Alone,1,Postgraduate,133,0,9
71367.0,24,0,0,65,Partner,0,Graduate,777,0,17
38578.0,2,0,0,52,Alone,2,Postgraduate,73,0,9
57236.0,22,0,0,59,Partner,2,Postgraduate,121,0,10
61825.0,56,0,0,45,Alone,1,Graduate,424,0,15
79803.0,54,0,0,66,Alone,1,Graduate,868,0,13
80910.0,71,0,0,38,Alone,0,Undergraduate,756,0,15
27590.0,38,0,0,42,Partner,1,Postgraduate,12,0,4
56775.0,62,0,0,45,Partner,1,Graduate,937,0,25
83829.0,78,0,1,49,Alone,0,Graduate,1862,3,17
54210.0,18,0,0,45,Partner,1,Undergraduate,367,0,14
38508.0,95,0,0,38,Partner,1,Graduate,443,0,20
53187.0,66,0,0,54,Partner,1,Graduate,267,0,13
30023.0,28,0,0,52,Partner,1,Graduate,61,0,6
76045.0,78,0,0,64,Alone,0,Postgraduate,1323,1,21
50870.0,13,0,0,72,Partner,1,Postgraduate,63,0,6
15315.0,27,0,0,54,Partner,0,Undergraduate,64,0,8
65463.0,17,0,0,50,Partner,1,Undergraduate,562,1,19
66480.0,71,0,0,59,Partner,2,Graduate,312,0,19
76773.0,79,0,0,70,Alone,0,Graduate,1156,0,16
81698.0,1,0,1,41,Alone,0,Undergraduate,1104,1,16
54466.0,78,0,0,51,Alone,2,Postgraduate,16,0,4
98777.0,23,0,0,64,Alone,0,Postgraduate,2008,1,19
16269.0,75,0,0,40,Alone,1,Postgraduate,44,0,9
71819.0,70,0,0,53,Partner,1,Graduate,1574,2,14
33569.0,10,0,1,41,Partner,1,Postgraduate,63,1,5
36262.0,24,0,1,41,Partner,0,Postgraduate,426,1,12
22634.0,47,0,0,58,Partner,0,Undergraduate,96,0,6
47025.0,98,0,0,46,Partner,1,Undergraduate,635,0,23
70566.0,4,0,0,56,Alone,1,Graduate,757,0,22
31605.0,15,0,0,45,Partner,1,Postgraduate,125,0,9
52034.0,67,0,0,51,Alone,2,Postgraduate,332,0,16
48526.0,32,0,0,45,Alone,1,Graduate,135,0,8
46734.0,40,0,0,70,Partner,1,Graduate,330,0,14
39552.0,54,0,1,62,Alone,2,Graduate,384,0,20
86358.0,78,0,0,58,Alone,2,Graduate,1722,0,18
46931.0,94,0,0,47,Partner,3,Graduate,78,0,7
16581.0,51,0,0,39,Alone,0,Undergraduate,24,0,4
63998.0,42,0,1,72,Alone,0,Undergraduate,1168,0,25
67381.0,67,0,0,73,Partner,1,Postgraduate,957,1,17
25930.0,87,0,0,57,Alone,2,Graduate,15,0,4
42693.0,29,0,0,46,Partner,1,Graduate,57,0,5
85606.0,89,0,0,48,Partner,1,Graduate,1956,1,24
72903.0,74,0,1,39,Alone,0,Graduate,2013,3,21
49669.0,97,0,0,50,Partner,1,Undergraduate,326,0,14
36778.0,63,0,0,56,Partner,2,Postgraduate,77,0,9
85696.0,88,0,1,62,Alone,0,Postgraduate,1313,0,20
10979.0,34,0,0,35,Alone,0,Postgraduate,30,0,8
49678.0,81,0,0,63,Partner,1,Graduate,315,0,14
56129.0,65,0,0,71,Partner,1,Postgraduate,660,0,22
37155.0,51,0,0,35,Partner,1,Graduate,74,0,7
21282.0,76,0,0,46,Alone,1,Undergraduate,46,0,7
33419.0,76,0,0,62,Alone,1,Postgraduate,86,0,8
63285.0,84,0,0,79,Alone,0,Graduate,1103,0,25
21255.0,56,0,0,50,Partner,1,Postgraduate,61,0,11
42162.0,31,0,1,43,Partner,1,Graduate,145,1,9
54450.0,0,0,0,68,Partner,2,Graduate,684,0,31
57744.0,91,0,0,70,Partner,1,Postgraduate,411,0,16
26576.0,40,0,1,38,Alone,1,Graduate,27,1,4
57513.0,59,0,0,81,Alone,0,Postgraduate,1060,0,27
68142.0,96,0,0,60,Partner,1,Graduate,1459,0,24
7500.0,61,0,0,45,Partner,1,Graduate,18,0,4
83145.0,14,0,1,50,Partner,0,Graduate,1833,1,26
54197.0,16,0,0,64,Partner,1,Postgraduate,237,0,12
23091.0,98,0,0,61,Alone,2,Postgraduate,48,0,10
46049.0,11,0,1,48,Partner,2,Graduate,515,0,26
56715.0,52,0,0,50,Partner,0,Graduate,1020,0,15
79410.0,19,0,0,63,Partner,0,Graduate,1370,0,11
57304.0,61,0,0,73,Partner,1,Graduate,1026,0,25
44375.0,73,0,0,59,Partner,1,Graduate,301,0,12
54450.0,0,0,0,68,Partner,2,Graduate,684,0,31
59594.0,74,0,0,59,Partner,1,Graduate,499,1,17
80685.0,55,0,0,30,Partner,0,Graduate,1004,0,21
40344.0,48,0,0,50,Partner,1,Postgraduate,218,0,12
62710.0,53,0,0,52,Partner,1,Graduate,606,0,22
48985.0,13,0,0,56,Partner,1,Undergraduate,75,0,6
35322.0,34,0,0,56,Partner,3,Graduate,106,0,9
77142.0,54,0,0,76,Partner,0,Graduate,990,0,17
81657.0,69,0,0,55,Alone,0,Graduate,1097,0,16
14421.0,81,0,0,28,Partner,0,Undergraduate,16,1,4
20130.0,99,0,0,50,Partner,0,Undergraduate,34,0,5
74214.0,3,0,0,34,Partner,0,Postgraduate,1711,0,16
66726.0,61,0,0,67,Partner,2,Postgraduate,438,1,17
23724.0,65,0,0,45,Partner,1,Undergraduate,75,0,7
47353.0,93,0,0,64,Partner,1,Postgraduate,225,0,13
33444.0,24,0,0,72,Partner,2,Postgraduate,18,0,4
54386.0,8,0,0,43,Partner,1,Graduate,470,0,17
28510.0,72,0,0,43,Alone,2,Graduate,91,0,9
90638.0,29,0,0,33,Alone,0,Postgraduate,2525,1,18
48070.0,33,1,0,74,Partner,1,Graduate,504,0,19
43140.0,68,0,0,67,Partner,1,Graduate,235,0,11
54959.0,55,0,1,63,Alone,1,Postgraduate,1232,1,21
15056.0,76,0,0,66,Alone,2,Undergraduate,88,0,12
26954.0,17,0,0,53,Alone,1,Graduate,17,0,4
22327.0,94,0,0,39,Alone,1,Graduate,24,0,5
44393.0,86,0,0,59,Partner,2,Graduate,60,0,7
62000.0,25,0,0,72,Alone,1,Postgraduate,1020,1,26
31497.0,22,0,0,62,Partner,1,Postgraduate,155,0,10
45894.0,15,0,0,50,Partner,2,Undergraduate,51,0,5
78579.0,35,0,1,54,Alone,0,Postgraduate,1812,0,16
67369.0,81,0,1,55,Alone,1,Postgraduate,1461,2,25
58401.0,55,0,0,64,Alone,1,Graduate,96,0,6
62307.0,94,0,0,72,Alone,1,Graduate,160,0,9
43641.0,50,0,0,55,Partner,2,Postgraduate,139,0,10
63841.0,64,0,0,56,Alone,1,Postgraduate,908,0,22
46891.0,91,0,0,59,Partner,1,Undergraduate,183,0,8
70091.0,11,0,0,55,Partner,1,Postgraduate,1161,1,19
78075.0,72,0,0,52,Partner,0,Postgraduate,988,0,14
59184.0,6,0,0,63,Alone,1,Undergraduate,1072,0,27
54809.0,0,0,0,47,Partner,2,Graduate,174,0,12
58113.0,66,1,0,65,Partner,1,Graduate,758,0,22
51412.0,42,0,0,66,Partner,1,Postgraduate,195,0,11
15287.0,60,0,1,45,Alone,1,Graduate,31,1,6
66636.0,64,0,0,67,Partner,0,Postgraduate,1084,0,17
50965.0,87,0,0,68,Partner,1,Postgraduate,685,1,22
84618.0,96,0,0,59,Partner,0,Postgraduate,1672,1,26
18351.0,1,0,0,34,Partner,0,Graduate,43,0,6
40451.0,54,0,0,67,Partner,2,Postgraduate,49,1,5
36317.0,53,0,0,59,Partner,1,Graduate,133,0,9
42213.0,96,0,0,67,Partner,1,Graduate,363,1,15
65748.0,58,1,0,69,Partner,1,Graduate,545,0,18
77044.0,12,0,0,52,Partner,1,Graduate,1065,1,31
74918.0,78,0,0,55,Partner,0,Graduate,2047,1,21
56721.0,64,0,0,52,Partner,2,Graduate,296,0,15
42160.0,26,0,1,49,Alone,2,Graduate,140,0,11
61559.0,8,0,0,59,Alone,1,Graduate,530,0,17
33629.0,49,0,0,61,Partner,2,Postgraduate,152,0,13
68682.0,56,0,0,33,Partner,0,Postgraduate,1598,0,24
34377.0,55,0,0,61,Alone,1,Graduate,114,0,8
8940.0,25,0,0,38,Alone,1,Undergraduate,101,0,10
26228.0,50,0,0,51,Partner,1,Graduate,25,0,4
77297.0,84,0,0,67,Alone,0,Undergraduate,789,1,22
40211.0,30,0,0,43,Partner,2,Graduate,87,1,7
33438.0,81,0,0,66,Alone,2,Postgraduate,90,0,11
75032.0,74,0,0,65,Partner,1,Postgraduate,1215,0,20
61284.0,76,0,0,69,Alone,0,Postgraduate,811,1,22
22518.0,36,0,1,38,Partner,1,Graduate,61,1,7
54730.0,64,0,0,49,Partner,1,Postgraduate,405,0,18
38452.0,62,0,0,69,Partner,2,Postgraduate,72,0,9
44421.0,53,0,0,53,Alone,2,Graduate,189,0,14
38197.0,86,0,0,38,Partner,1,Postgraduate,40,0,5
41986.0,15,0,0,46,Alone,1,Graduate,63,0,10
28427.0,67,0,0,41,Partner,1,Graduate,52,0,7
37395.0,47,0,0,48,Partner,1,Postgraduate,39,0,5
64722.0,47,0,0,53,Partner,1,Graduate,805,0,25
55249.0,81,0,0,68,Partner,1,Postgraduate,130,0,8
84906.0,98,0,0,52,Partner,0,Graduate,1631,3,24
28691.0,56,0,0,35,Partner,1,Graduate,34,0,5
44213.0,48,0,0,72,Alone,2,Graduate,152,0,12
25707.0,18,0,0,40,Alone,1,Undergraduate,21,0,5
59062.0,74,0,0,57,Partner,3,Postgraduate,71,0,7
76624.0,68,0,0,62,Alone,1,Graduate,899,1,23
66000.0,36,0,0,77,Partner,0,Postgraduate,711,0,10
27683.0,90,0,0,46,Partner,1,Postgraduate,351,0,16
1730.0,65,0,0,53,Alone,0,Graduate,8,0,15
7500.0,63,0,0,32,Alone,1,Undergraduate,119,0,11
40521.0,82,0,0,56,Partner,2,Graduate,21,0,4
20427.0,63,0,0,51,Partner,1,Postgraduate,10,0,4
65106.0,55,0,0,49,Partner,1,Graduate,973,1,27
69969.0,64,0,1,59,Partner,0,Postgraduate,1536,2,13
67433.0,51,0,0,72,Partner,2,Graduate,992,1,28
77766.0,97,0,1,57,Partner,1,Postgraduate,1529,1,34
74716.0,92,0,0,52,Partner,1,Graduate,860,0,17
68118.0,51,0,0,61,Alone,1,Graduate,928,0,23
55158.0,72,0,1,54,Partner,2,Postgraduate,418,0,18
62972.0,39,0,1,69,Partner,1,Undergraduate,587,0,16
74190.0,49,0,0,49,Partner,1,Graduate,641,0,19
39356.0,21,0,0,48,Partner,2,Graduate,23,1,4
76653.0,91,0,0,55,Partner,0,Graduate,2279,2,23
35860.0,37,0,0,51,Alone,2,Postgraduate,49,1,6
90687.0,98,0,1,41,Alone,0,Postgraduate,1779,1,17
73450.0,85,0,0,42,Partner,0,Postgraduate,1804,2,27
31454.0,40,0,0,64,Partner,2,Graduate,48,0,8
47139.0,2,0,1,72,Alone,2,Graduate,83,0,7
83829.0,78,0,1,49,Alone,0,Graduate,1862,3,17
53378.0,41,0,1,61,Partner,2,Postgraduate,793,0,29
19656.0,94,0,0,54,Partner,1,Graduate,84,0,9
45579.0,10,0,0,76,Partner,1,Postgraduate,183,0,10
85485.0,73,0,0,66,Alone,0,Undergraduate,1383,0,19
55956.0,22,0,0,80,Partner,0,Graduate,999,1,16
64191.0,30,0,0,61,Alone,1,Postgraduate,825,0,24
38808.0,21,0,1,52,Alone,1,Graduate,246,1,14
57183.0,51,0,0,58,Partner,2,Postgraduate,610,0,25
23748.0,97,0,0,56,Alone,1,Postgraduate,76,0,9
66303.0,56,0,0,53,Partner,1,Graduate,1286,1,22
37368.0,4,0,0,49,Partner,1,Postgraduate,30,1,4
40800.0,77,1,0,60,Partner,3,Graduate,99,0,8
71847.0,95,0,0,46,Alone,0,Graduate,1192,1,22
46149.0,36,0,0,49,Partner,1,Graduate,362,0,18
78687.0,13,0,1,41,Partner,0,Graduate,2130,1,19
49118.0,90,0,1,53,Alone,0,Undergraduate,1229,2,28
37633.0,49,0,0,67,Partner,2,Postgraduate,38,0,6
39767.0,18,0,0,73,Partner,0,Postgraduate,485,0,17
26997.0,89,0,0,73,Partner,0,Undergraduate,434,0,13
33986.0,43,0,0,54,Alone,1,Graduate,44,0,5
57091.0,82,0,1,52,Partner,1,Postgraduate,496,1,18
46831.0,84,0,0,55,Partner,2,Undergraduate,78,0,7
83151.0,80,0,1,52,Partner,0,Postgraduate,2346,3,23
52531.0,68,0,0,53,Partner,0,Graduate,794,0,21
15759.0,12,0,0,68,Partner,0,Graduate,17,0,4
22804.0,75,0,0,53,Alone,1,Graduate,26,0,5
43050.0,10,0,0,51,Partner,1,Undergraduate,76,0,8
42997.0,91,0,0,47,Alone,2,Postgraduate,15,0,4
48918.0,21,0,0,61,Alone,2,Postgraduate,62,0,7
60033.0,28,0,0,70,Partner,1,Postgraduate,198,0,10
34043.0,97,0,0,46,Partner,1,Postgraduate,49,0,5
57811.0,49,0,0,58,Partner,1,Graduate,802,1,25
78569.0,14,0,1,78,Partner,0,Graduate,1736,1,15
7500.0,5,0,0,46,Alone,2,Graduate,57,0,10
157733.0,37,0,0,53,Partner,1,Postgraduate,59,0,2
94384.0,62,0,1,71,Partner,0,Graduate,2302,3,18
23148.0,83,0,0,39,Partner,0,Undergraduate,37,0,6
44267.0,48,0,0,54,Alone,2,Graduate,310,0,16
71626.0,94,0,0,45,Partner,0,Graduate,1305,1,19
60894.0,61,0,0,58,Partner,1,Graduate,832,0,26
50200.0,70,0,0,48,Partner,2,Graduate,401,0,19
81051.0,43,0,0,59,Partner,0,Postgraduate,1501,2,23
65169.0,23,0,1,42,Partner,0,Graduate,1189,4,28
59868.0,37,0,0,52,Partner,1,Graduate,1194,0,32
65695.0,50,0,0,64,Partner,1,Postgraduate,656,0,21
64857.0,78,0,0,68,Alone,0,Postgraduate,1540,0,23
45143.0,74,0,0,59,Partner,1,Postgraduate,311,0,15
74805.0,14,0,0,69,Partner,1,Undergraduate,820,0,26
59060.0,77,0,0,35,Partner,1,Undergraduate,274,0,14
27238.0,39,0,0,62,Alone,2,Postgraduate,57,0,9
47009.0,89,0,0,59,Partner,1,Graduate,448,0,17
46094.0,62,0,0,51,Partner,2,Undergraduate,44,0,5
40321.0,59,0,0,52,Partner,2,Graduate,102,0,8
37235.0,68,0,0,40,Partner,1,Graduate,61,0,5
81843.0,13,0,0,64,Partner,0,Postgraduate,1643,0,27
46692.0,37,0,0,66,Partner,1,Postgraduate,397,0,15
77382.0,36,0,0,56,Partner,1,Graduate,1121,1,26
37774.0,28,1,1,47,Alone,2,Graduate,473,1,16
18393.0,2,0,0,50,Partner,1,Undergraduate,50,0,8
72828.0,17,0,0,62,Partner,1,Postgraduate,1678,0,28
24711.0,86,0,0,42,Partner,0,Graduate,58,0,7
45503.0,54,0,0,49,Partner,1,Postgraduate,170,0,9
6560.0,2,0,0,42,Alone,0,Postgraduate,373,0,2
71604.0,3,0,1,79,Partner,0,Postgraduate,1196,1,17
27244.0,84,0,0,45,Partner,1,Graduate,101,0,8
48752.0,8,0,1,55,Partner,2,Graduate,316,0,17
